"id";"module";"page";"action";"subaction";"component";"key_name";"display_name";"description";"category";"is_active";"created_at";"updated_at"
"339";"reports";"contract";"navigation";NULL;NULL;"reports.contract.navigation";"Reports - Contract - Navigation";"Access contract reports";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"340";"reports";"contract";"view";NULL;NULL;"reports.contract.view";"Reports - Contract - View";"View contract reports";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"341";"reports";"contract";"export";NULL;NULL;"reports.contract.export";"Reports - Contract - Export";"Export contract reports";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"342";"reports";"revenue";"navigation";NULL;NULL;"reports.revenue.navigation";"Reports - Revenue - Navigation";"Access revenue reports";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"343";"reports";"revenue";"view";NULL;NULL;"reports.revenue.view";"Reports - Revenue - View";"View revenue reports";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"344";"reports";"revenue";"export";NULL;NULL;"reports.revenue.export";"Reports - Revenue - Export";"Export revenue reports";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"345";"reports";"unit";"navigation";NULL;NULL;"reports.unit.navigation";"Reports - Unit - Navigation";"Access unit reports";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"346";"reports";"unit";"view";NULL;NULL;"reports.unit.view";"Reports - Unit - View";"View unit reports";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"347";"reports";"unit";"export";NULL;NULL;"reports.unit.export";"Reports - Unit - Export";"Export unit reports";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"348";"reports";"performance";"navigation";NULL;NULL;"reports.performance.navigation";"Reports - Performance - Navigation";"Access performance reports";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"349";"reports";"performance";"view";NULL;NULL;"reports.performance.view";"Reports - Performance - View";"View performance reports";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"350";"reports";"performance";"export";NULL;NULL;"reports.performance.export";"Reports - Performance - Export";"Export performance reports";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"351";"settings";"system";"navigation";NULL;NULL;"settings.system.navigation";"Settings - System - Navigation";"Access system settings";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"352";"settings";"system";"view";NULL;NULL;"settings.system.view";"Settings - System - View";"View system settings";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"353";"settings";"system";"edit";NULL;NULL;"settings.system.edit";"Settings - System - Edit";"Edit system settings";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"354";"settings";"user";"navigation";NULL;NULL;"settings.user.navigation";"Settings - User - Navigation";"Access user management";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"355";"settings";"user";"view";NULL;NULL;"settings.user.view";"Settings - User - View";"View user list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"356";"settings";"user";"create";NULL;NULL;"settings.user.create";"Settings - User - Create";"Create user";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"357";"settings";"user";"edit";NULL;NULL;"settings.user.edit";"Settings - User - Edit";"Edit user";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"358";"settings";"user";"delete";NULL;NULL;"settings.user.delete";"Settings - User - Delete";"Delete user";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"359";"settings";"user";"reset_password";NULL;NULL;"settings.user.reset_password";"Settings - User - Reset Password";"Reset user password";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"360";"settings";"user";"assign_role";NULL;NULL;"settings.user.assign_role";"Settings - User - Assign Role";"Assign role to user";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"361";"settings";"user";"assign_permission";NULL;NULL;"settings.user.assign_permission";"Settings - User - Assign Permission";"Assign custom permission";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"362";"settings";"role";"navigation";NULL;NULL;"settings.role.navigation";"Settings - Role - Navigation";"Access role management";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"363";"settings";"role";"view";NULL;NULL;"settings.role.view";"Settings - Role - View";"View role list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"364";"settings";"role";"create";NULL;NULL;"settings.role.create";"Settings - Role - Create";"Create role";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"365";"settings";"role";"edit";NULL;NULL;"settings.role.edit";"Settings - Role - Edit";"Edit role";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"366";"settings";"role";"delete";NULL;NULL;"settings.role.delete";"Settings - Role - Delete";"Delete role";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"367";"settings";"role";"assign_permission";NULL;NULL;"settings.role.assign_permission";"Settings - Role - Assign Permission";"Assign permissions to role";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"368";"settings";"permission";"navigation";NULL;NULL;"settings.permission.navigation";"Settings - Permission - Navigation";"Access permission management";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"369";"settings";"permission";"view";NULL;NULL;"settings.permission.view";"Settings - Permission - View";"View permission list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"370";"settings";"permission";"create";NULL;NULL;"settings.permission.create";"Settings - Permission - Create";"Create custom permission";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"371";"settings";"permission";"edit";NULL;NULL;"settings.permission.edit";"Settings - Permission - Edit";"Edit permission";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"372";"settings";"permission";"delete";NULL;NULL;"settings.permission.delete";"Settings - Permission - Delete";"Delete permission";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"373";"settings";"division";"navigation";NULL;NULL;"settings.division.navigation";"Settings - Division - Navigation";"Access division management";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"374";"settings";"division";"view";NULL;NULL;"settings.division.view";"Settings - Division - View";"View division list";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"375";"settings";"division";"create";NULL;NULL;"settings.division.create";"Settings - Division - Create";"Create division";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"376";"settings";"division";"edit";NULL;NULL;"settings.division.edit";"Settings - Division - Edit";"Edit division";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"377";"settings";"division";"delete";NULL;NULL;"settings.division.delete";"Settings - Division - Delete";"Delete division";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"378";"settings";"notification";"navigation";NULL;NULL;"settings.notification.navigation";"Settings - Notification - Navigation";"Access notification settings";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"379";"settings";"notification";"view";NULL;NULL;"settings.notification.view";"Settings - Notification - View";"View notification settings";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"380";"settings";"notification";"edit";NULL;NULL;"settings.notification.edit";"Settings - Notification - Edit";"Edit notification rules";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"381";"activity";"log";"navigation";NULL;NULL;"activity.log.navigation";"Activity - Log - Navigation";"Access activity log";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"382";"activity";"log";"view";NULL;NULL;"activity.log.view";"Activity - Log - View";"View activity log";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"383";"activity";"log";"export";NULL;NULL;"activity.log.export";"Activity - Log - Export";"Export activity log";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
"384";"activity";"log";"delete";NULL;NULL;"activity.log.delete";"Activity - Log - Delete";"Delete old logs";NULL;"1";"2026-03-07 11:24:29";"2026-03-07 11:24:29"
